,0
8958,zoc
8959,zoe
8960,zoer
8961,zoir
8962,zom
8963,zon
8964,zons
8965,zoo
8966,zoom
8967,zor
8968,zos
8969,zot
8970,zou
8971,zouc
8972,zoult
8973,zoum
8974,zour
8975,zov
8976,zovs
8977,zovsk
8978,zoû
8979,zran
8980,zre
8981,zren
8982,zro
8983,zrou
8984,zrā
8985,zrēt
8986,zu
8987,zua
8988,zual
8989,zue
8990,zug
8991,zui
8992,zuid
8993,zuis
8994,zul
8995,zum
8996,zun
8997,zunc
8998,zuo
8999,zuq
9000,zur
9001,zurg
9002,zus
9003,zutp
9004,zuy
9005,zué
9006,zve
9007,zveč
9008,zvis
9009,zvo
9010,zwe
9011,zwei
9012,zwic
9013,zwijn
9014,zwisc
9015,zwol
9016,zwá
9017,zy
9018,zya
9019,zyak
9020,zyb
9021,zych
9022,zyl
9023,zyn
9024,zyorsk
9025,zyr
9026,zys
9027,zyu
9028,zyum
9029,zá
9030,zám
9031,záns
9032,zé
9033,zë
9034,zërs
9035,zërsk
9036,zí
9037,zói
9038,zón
9039,zós
9040,zów
9041,zö
9042,zör
9043,zú
9044,zúñ
9045,zü
9046,züy
9047,zā
9048,zāds
9049,zām
9050,zār
9051,zāz
9052,zăr
9053,zău
9054,ząb
9055,zę
9056,zędz
9057,zī
9058,zīr
9059,zīy
9060,zı
9061,zıl
9062,zıt
9063,zığ
9064,zło
9065,ző
9066,z̄a
9067,z̧
9068,z̧a
9069,z̧ā
9070,ß
9071,à
9072,á
9073,ál
9074,án
9075,ár
9076,ás
9077,â
9078,âd
9079,ân
9080,ã
9081,än
9082,å
9083,år
9084,års
9085,ç
9086,ça
9087,çan
9088,çe
9089,çer
9090,çi
9091,ço
9092,çor
9093,çu
9094,çum
9095,è
9096,é
9097,éc
9098,él
9099,érd
9100,és
9101,ên
9102,ë
9103,í
9104,íl
9105,ín
9106,î
9107,ï
9108,ðà
9109,ðông
9110,ñ
9111,ó
9112,ów
9113,ózd
9114,õ
9115,ö
9116,öl
9117,örns
9118,ös
9119,ú
9120,ún
9121,ús
9122,ü
9123,ük
9124,ür
9125,üs
9126,ā
9127,āb
9128,āc
9129,āf
9130,āl
9131,ām
9132,ān
9133,āng
9134,ār
9135,ārt
9136,ās
9137,āt
9138,āā
9139,ć
9140,ću
9141,č
9142,ča
9143,čad
9144,čer
9145,čes
9146,đinh
9147,đông
9148,định
9149,ę
9150,ğ
9151,ī
9152,īf
9153,īl
9154,īm
9155,īr
9156,īst
9157,ı
9158,ın
9159,ıt
9160,ľu
9161,ł
9162,ła
9163,łask
9164,ło
9165,łu
9166,łó
9167,łódz
9168,łę
9169,ń
9170,ńsk
9171,ň
9172,ō
9173,ōa
9174,ōi
9175,ōy
9176,ŏn
9177,ś
9178,ş
9179,şa
9180,şaff
9181,şan
9182,şaqr
9183,şar
9184,şe
9185,şem
9186,şi
9187,şim
9188,şir
9189,şu
9190,şur
9191,şā
9192,şır
9193,š
9194,ša
9195,še
9196,ši
9197,šu
9198,šum
9199,ţ
9200,ţa
9201,ţalk
9202,ţu
9203,ţā
9204,ţū
9205,ţūl
9206,ť
9207,ū
9208,ūm
9209,ūn
9210,ūr
9211,ŭi
9212,ŭl
9213,ŭp
9214,ż
9215,ża
9216,żab
9217,żo
9218,ży
9219,ž
9220,ža
9221,ži
9222,žu
9223,žď
9224,ț
9225,ə
9226,̄
9227,а
9228,бе
9229,в
9230,г
9231,д
9232,е
9233,ж
9234,же
9235,зу
9236,и
9237,к
9238,кр
9239,л
9240,ли
9241,м
9242,н
9243,не
9244,о
9245,п
9246,па
9247,р
9248,ра
9249,ре
9250,с
9251,са
9252,сл
9253,ст
9254,т
9255,те
9256,у
9257,ц
9258,ч
9259,ш
9260,ј
9261,ḏâ
9262,ḑ
9263,ḑā
9264,ḩ
9265,ḩa
9266,ḩaj
9267,ḩal
9268,ḩam
9269,ḩawsh
9270,ḩazm
9271,ḩe
9272,ḩil
9273,ḩu
9274,ḩā
9275,ṭa
9276,ẕī
9277,ộc
9278,‘‘
9279,’’
